,f_Signal_1Hz,f_Signal_1p05Hz,f_Signal_1p1Hz,f_Signal_1p5Hz,f_Signal_2p0Hz,f_Signal_10Hz,f_Signal_40Hz,f_Singnal_Mix,PSD_Signal_1Hz,PSD_Signal_1p05Hz,PSD_Signal_1p1Hz,PSD_Signal_1p5Hz,PSD_Signal_2p0Hz,PSD_Signal_10Hz,PSD_Signal_40Hz,PSD_Singnal_Mix
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4850970924218e-06,0.006673897822081388,0.008912730453743209,0.006076066080298191,2.1721697621214704e-06,4.1654486393848287e-07,4.3959584033729717e-08,0.052654220712851474
1,0.20040080160320642,0.20040080160320642,0.20040080160320642,0.20040080160320642,0.20040080160320642,0.20040080160320642,0.20040080160320642,0.20040080160320642,6.546790134645634e-05,0.006587917071068536,0.00890053414131486,0.006468503313124234,7.469682889977491e-06,4.2031575528189484e-07,4.396560348727848e-08,0.05387799843024353
2,0.40080160320641284,0.40080160320641284,0.40080160320641284,0.40080160320641284,0.40080160320641284,0.40080160320641284,0.40080160320641284,0.40080160320641284,0.00017867301953555624,0.005521521311742285,0.007981971529792195,0.007070077708464063,1.53845665173658e-05,4.314993081822503e-07,4.398413280646482e-08,0.05948776126072564
3,0.6012024048096193,0.6012024048096193,0.6012024048096193,0.6012024048096193,0.6012024048096193,0.6012024048096193,0.6012024048096193,0.6012024048096193,0.0005447708511801346,0.00636049890649839,0.005220961567306476,0.0075041573591825205,2.56126660224445e-05,4.497420549870344e-07,4.4014952511237176e-08,0.07828645557499696
4,0.8016032064128257,0.8016032064128257,0.8016032064128257,0.8016032064128257,0.8016032064128257,0.8016032064128257,0.8016032064128257,0.8016032064128257,0.42709845133728663,0.24711838004858933,0.11430860821376868,0.00671288093353702,4.025840325075185e-05,4.7455137957688004e-07,4.4058114445862056e-08,0.42755524795273875
5,1.0020040080160322,1.0020040080160322,1.0020040080160322,1.0020040080160322,1.0020040080160322,1.0020040080160322,1.0020040080160322,1.0020040080160322,0.9999827371000513,0.9517610062743206,0.8179590345045845,0.0035879857609740634,6.382354511728512e-05,5.053955562125503e-07,4.4113636492922026e-08,1.0643546486594078
6,1.2024048096192386,1.2024048096192386,1.2024048096192386,1.2024048096192386,1.2024048096192386,1.2024048096192386,1.2024048096192386,1.2024048096192386,0.42709132546000533,0.6294350495316496,0.8176944743158943,0.11430406590718492,0.00010759706898323627,5.417868875732912e-07,4.418153786745686e-08,0.8280740234272207
7,1.402805611222445,1.402805611222445,1.402805611222445,1.402805611222445,1.402805611222445,1.402805611222445,1.402805611222445,1.402805611222445,0.0005599554862309641,0.03524471053800643,0.1145578603967442,0.8179183518567895,0.0002083869780271226,5.833345478197634e-07,4.426184151958986e-08,0.6493852478769524
8,1.6032064128256514,1.6032064128256514,1.6032064128256514,1.6032064128256514,1.6032064128256514,1.6032064128256514,1.6032064128256514,1.6032064128256514,0.0002041101306650634,0.002543421767182434,0.003714724998870989,0.8177207753411935,0.000566651144291124,6.297694409064489e-07,4.4354581375208164e-08,0.6054936310739765
9,1.8036072144288577,1.8036072144288577,1.8036072144288577,1.8036072144288577,1.8036072144288577,1.8036072144288577,1.8036072144288577,1.8036072144288577,0.00010549205214469209,0.005018152512462777,0.006845326390786582,0.11450302524304838,0.42708179657172535,6.809501848105878e-07,4.445978707515874e-08,0.30024179787615696
10,2.0040080160320644,2.0040080160320644,2.0040080160320644,2.0040080160320644,2.0040080160320644,2.0040080160320644,2.0040080160320644,2.0040080160320644,6.377301169662745e-05,0.005197448152751564,0.007550622564781474,0.002726555045220756,0.9999957506635474,7.36859411033592e-07,4.457750363198163e-08,0.6222026642482354
11,2.2044088176352705,2.2044088176352705,2.2044088176352705,2.2044088176352705,2.2044088176352705,2.2044088176352705,2.2044088176352705,2.2044088176352705,4.2257104125887165e-05,0.004827303595080114,0.007085282732362143,0.006495112543554665,0.4270809379882816,7.975967409310739e-07,4.4707764966826795e-08,0.28229628844008997
12,2.404809619238477,2.404809619238477,2.404809619238477,2.404809619238477,2.404809619238477,2.404809619238477,2.404809619238477,2.404809619238477,2.9764334284273322e-05,0.004386335867201505,0.0064434663021079325,0.007278182679564195,0.0005683944130897623,8.633726882847283e-07,4.485062895698056e-08,0.02537045816589888
13,2.6052104208416833,2.6052104208416833,2.6052104208416833,2.6052104208416833,2.6052104208416833,2.6052104208416833,2.6052104208416833,2.6052104208416833,2.190745509599281e-05,0.003979648781151333,0.0058373880871763015,0.006826570601720712,0.0002110691127844885,9.345048398168683e-07,4.500615109206682e-08,0.020011751784894435
14,2.80561122244489,2.80561122244489,2.80561122244489,2.80561122244489,2.80561122244489,2.80561122244489,2.80561122244489,2.80561122244489,1.667156863535611e-05,0.00362626596598202,0.005308268594951358,0.006186948793965076,0.00011130454494806049,1.0114178296408689e-06,4.5174379623231275e-08,0.016310437455486392
15,3.006012024048096,3.006012024048096,3.006012024048096,3.006012024048096,3.006012024048096,3.006012024048096,3.006012024048096,3.006012024048096,1.3025227737445304e-05,0.0033236616796245896,0.004855366663832113,0.00558032888610893,6.868214414993287e-05,1.094647119735729e-06,4.535538954538369e-08,0.013824061949118381
16,3.2064128256513027,3.2064128256513027,3.2064128256513027,3.2064128256513027,3.2064128256513027,3.2064128256513027,3.2064128256513027,3.2064128256513027,1.0395496298366718e-05,0.0030645596344471377,0.0044683530116930706,0.005050322544701202,4.6443890724877146e-05,1.1848469984278422e-06,4.5549245736651976e-08,0.012572720203487745
17,3.4068136272545093,3.4068136272545093,3.4068136272545093,3.4068136272545093,3.4068136272545093,3.4068136272545093,3.4068136272545093,3.4068136272545093,8.444894501517273e-06,0.002841550570679848,0.004136070218961936,0.004596928666038308,3.336601335933197e-05,1.282803133462708e-06,4.575602820545307e-08,0.010783175777266696
18,3.6072144288577155,3.6072144288577155,3.6072144288577155,3.6072144288577155,3.6072144288577155,3.6072144288577155,3.6072144288577155,3.6072144288577155,6.963541837283221e-06,0.0026482519340680862,0.003848774453938486,0.004210019811411412,2.502974653244594e-05,1.3894501734122179e-06,4.597581344841009e-08,0.009575686388503538
19,3.807615230460922,3.807615230460922,3.807615230460922,3.807615230460922,3.807615230460922,3.807615230460922,3.807615230460922,3.807615230460922,5.816064592054784e-06,0.002479449529073231,0.003598482069497503,0.0038784459135438225,1.9397113177085627e-05,1.5058951980288578e-06,4.6208691630850893e-08,0.008377187533537216
20,4.008016032064129,4.008016032064129,4.008016032064129,4.008016032064129,4.008016032064129,4.008016032064129,4.008016032064129,4.008016032064129,4.911988126517819e-06,0.0023309576572933663,0.0033787887491110026,0.0035924021178012177,1.541918289906359e-05,1.6334481762046027e-06,4.6454756609767593e-08,0.0076923278251320604
21,4.208416833667335,4.208416833667335,4.208416833667335,4.208416833667335,4.208416833667335,4.208416833667335,4.208416833667335,4.208416833667335,4.189109188462412e-06,0.0021994275893628757,0.003184581551069134,0.0033438232103803417,1.2510444223429082e-05,1.7736610426567957e-06,4.671411082592633e-08,0.00689639458015097
22,4.408817635270541,4.408817635270541,4.408817635270541,4.408817635270541,4.408817635270541,4.408817635270541,4.408817635270541,4.408817635270541,3.60359590252296e-06,0.002082172459993582,0.0030117687658089056,0.0031262230284219853,1.0322913275974765e-05,1.9283776359017766e-06,4.698685434412221e-08,0.006090024893423491
23,4.609218436873747,4.609218436873747,4.609218436873747,4.609218436873747,4.609218436873747,4.609218436873747,4.609218436873747,4.609218436873747,3.123893535741178e-06,0.001977023846390723,0.0028570572377969792,0.0029344140462424393,8.639162385541557e-06,2.0997975687075968e-06,4.727310717705109e-08,0.005872863939939821
24,4.809619238476954,4.809619238476954,4.809619238476954,4.809619238476954,4.809619238476954,4.809619238476954,4.809619238476954,4.809619238476954,2.7268392873013754e-06,0.0018822192458698035,0.0027177775142494844,0.002764239532341278,7.317663848905216e-06,2.290558230946092e-06,4.757298313526112e-08,0.005270085256850692
25,5.01002004008016,5.01002004008016,5.01002004008016,5.01002004008016,5.01002004008016,5.01002004008016,5.01002004008016,5.01002004008016,2.395248735033768e-06,0.0017963152096657174,0.002591749025024793,0.002612351064849453,6.263097400501183e-06,2.503840761073602e-06,4.7886616829481446e-08,0.0049357292178686734
26,5.210420841683367,5.210420841683367,5.210420841683367,5.210420841683367,5.210420841683367,5.210420841683367,5.210420841683367,5.210420841683367,2.1158832860319523e-06,0.0017181204320743815,0.0024771765063828157,0.0024760328751595637,5.4093814007771296e-06,2.7435080097022456e-06,4.821414330102899e-08,0.0047847975502623265
27,5.410821643286574,5.410821643286574,5.410821643286574,5.410821643286574,5.410821643286574,5.410821643286574,5.410821643286574,5.410821643286574,1.8788815522454785e-06,0.001646644574337933,0.0023725709784237947,0.0023530657310337115,4.7095534139056596e-06,3.0142858982892376e-06,4.85556868715765e-08,0.004382602322577395
28,5.61122244488978,5.61122244488978,5.61122244488978,5.61122244488978,5.61122244488978,5.61122244488978,5.61122244488978,5.61122244488978,1.6763742731183977e-06,0.0015810582265175183,0.0022766880471702445,0.002241623232022495,4.129511978388695e-06,3.32200426611478e-06,4.891143052729538e-08,0.0040139853693891845
29,5.811623246492986,5.811623246492986,5.811623246492986,5.811623246492986,5.811623246492986,5.811623246492986,5.811623246492986,5.811623246492986,1.5022619570896993e-06,0.001520662129263942,0.002188480713295837,0.0021401894529529493,3.6439776470763173e-06,3.6739204821460747e-06,4.928150601158181e-08,0.00374336521653935
30,6.012024048096192,6.012024048096192,6.012024048096192,6.012024048096192,6.012024048096192,6.012024048096192,6.012024048096192,6.012024048096192,1.3516953541814459e-06,0.0014648629719507893,0.0021070622049884106,0.002047499263304239,3.234203289705012e-06,4.079159927073094e-06,4.966609407489745e-08,0.0036223432531238393
31,6.212424849699399,6.212424849699399,6.212424849699399,6.212424849699399,6.212424849699399,6.212424849699399,6.212424849699399,6.212424849699399,1.2207933108329492e-06,0.001413154207214799,0.0020316767856615996,0.0019624881339708137,2.885193489517527e-06,4.549324073739121e-06,5.006536302525843e-08,0.0036604770036536174
32,6.412825651302605,6.412825651302605,6.412825651302605,6.412825651302605,6.412825651302605,6.412825651302605,6.412825651302605,6.412825651302605,1.1064231196651384e-06,0.0013651009342977069,0.001961676640986253,0.0018842552221147012,2.5862212168496416e-06,5.09934328481272e-06,5.0479503946972786e-08,0.003586135309534384
33,6.613226452905812,6.613226452905812,6.613226452905812,6.613226452905812,6.613226452905812,6.613226452905812,6.613226452905812,6.613226452905812,1.0060363684825595e-06,0.0013203277566937001,0.0018965033927279985,0.001812033425796973,2.3282563538406092e-06,5.748693666731553e-06,5.0908709981661786e-08,0.0032741322741788727
34,6.813627254509019,6.813627254509019,6.813627254509019,6.813627254509019,6.813627254509019,6.813627254509019,6.813627254509019,6.813627254509019,9.175115145723088e-07,0.001278508966848622,0.0018356732966230526,0.0017451658311842576,2.1043835879324206e-06,6.523167361849016e-06,5.1353181650845934e-08,0.0036291780480974243
35,7.014028056112225,7.014028056112225,7.014028056112225,7.014028056112225,7.014028056112225,7.014028056112225,7.014028056112225,7.014028056112225,8.393037633818341e-07,0.001239360674623165,0.001778765266773963,0.0016830868295856975,1.9090364984029746e-06,7.457504142125063e-06,5.181313970793929e-08,0.003443188479970606
36,7.214428857715431,7.214428857715431,7.214428857715431,7.214428857715431,7.214428857715431,7.214428857715431,7.214428857715431,7.214428857715431,7.696162529570386e-07,0.0012026342800990487,0.0017254108978998364,0.0016253069921354812,1.7377229401135908e-06,8.599399653812907e-06,5.228879887313685e-08,0.0034554378945039956
37,7.414829659318637,7.414829659318637,7.414829659318637,7.414829659318637,7.414829659318637,7.414829659318637,7.414829659318637,7.414829659318637,7.076218307468646e-07,0.0011681112078271595,0.0016752868757266063,0.0015714007239401803,1.5867874104692398e-06,1.0015781121257879e-05,5.278041652115498e-08,0.003508458410648214
38,7.615230460921844,7.615230460921844,7.615230460921844,7.615230460921844,7.615230460921844,7.615230460921844,7.615230460921844,7.615230460921844,6.521400584541381e-07,0.0011355984808070572,0.0016281078509808053,0.001520996541332365,1.4532323235911938e-06,1.18029481258866e-05,5.328820797000413e-08,0.0034186856494084856
39,7.81563126252505,7.81563126252505,7.81563126252505,7.81563126252505,7.81563126252505,7.81563126252505,7.81563126252505,7.81563126252505,6.023582088195519e-07,0.0011049251403184325,0.0015836213702240599,0.0014737682596657714,1.33458210069916e-06,1.410356769465301e-05,5.3812463141026206e-08,0.0035805862582881784
40,8.016032064128257,8.016032064128257,8.016032064128257,8.016032064128257,8.016032064128257,8.016032064128257,8.016032064128257,8.016032064128257,5.575587170040276e-07,0.0010759391145689556,0.0015416030808209909,0.0014294290319024905,1.2287787712002745e-06,1.7136399355627926e-05,5.43533950819193e-08,0.003498444081053992
41,8.216432865731463,8.216432865731463,8.216432865731463,8.216432865731463,8.216432865731463,8.216432865731463,8.216432865731463,8.216432865731463,5.171302641890541e-07,0.0010485047439373102,0.0015018530456238361,0.001387725130183064,1.1341010230198783e-06,2.1250991881091897e-05,5.491139729294047e-08,0.004035654651070656
42,8.41683366733467,8.41683366733467,8.41683366733467,8.41683366733467,8.41683366733467,8.41683366733467,8.41683366733467,8.41683366733467,4.805497841213453e-07,0.0010225006222901888,0.0014641924012021455,0.0013484315493456167,1.0491008868658185e-06,2.7034705525143565e-05,5.5486647680134914e-08,0.004204689747914315
43,8.617234468937877,8.617234468937877,8.617234468937877,8.617234468937877,8.617234468937877,8.617234468937877,8.617234468937877,8.617234468937877,4.473678940542616e-07,0.0009978176985856917,0.001428460745772846,0.0013113480345864296,9.725538110845602e-07,3.553866758352062e-05,5.6079517246688934e-08,0.004196428198419055
44,8.817635270541082,8.817635270541082,8.817635270541082,8.817635270541082,8.817635270541082,8.817635270541082,8.817635270541082,8.817635270541082,4.1718084732181575e-07,0.0009743578526282766,0.0013945137716062023,0.001276295792331307,9.03418994818073e-07,4.880348201627614e-05,5.6690312793939606e-08,0.0049414427823512306
45,9.01803607214429,9.01803607214429,9.01803607214429,9.01803607214429,9.01803607214429,9.01803607214429,9.01803607214429,9.01803607214429,3.8973926086749346e-07,0.0009520324693277932,0.0013622212148292753,0.0012431147075324129,8.408076494111806e-07,7.125107644038877e-05,5.731937579075875e-08,0.005330326378399333
46,9.218436873747494,9.218436873747494,9.218436873747494,9.218436873747494,9.218436873747494,9.218436873747494,9.218436873747494,9.218436873747494,3.6457396271882965e-07,0.0009307613590154385,0.0013314654044037204,0.0012116609798797865,7.839574324321966e-07,0.00011410905593341435,5.7967053851954373e-08,0.006209274389669762
47,9.418837675350701,9.418837675350701,9.418837675350701,9.418837675350701,9.418837675350701,9.418837675350701,9.418837675350701,9.418837675350701,3.416086620146581e-07,0.0009104717452761547,0.001302139487904199,0.0011818050988477503,7.322117251829785e-07,0.00021414012435225956,5.863371953933379e-08,0.007603169744343025
48,9.619238476953909,9.619238476953909,9.619238476953909,9.619238476953909,9.619238476953909,9.619238476953909,9.619238476953909,9.619238476953909,3.20535073724837e-07,0.0008910974529609658,0.0012741464803016453,0.001153430161377611,6.850027307845051e-07,0.0005717686183716743,5.931974929140721e-08,0.011032694258374661
49,9.819639278557114,9.819639278557114,9.819639278557114,9.819639278557114,9.819639278557114,9.819639278557114,9.819639278557114,9.819639278557114,3.0117458198808705e-07,0.0008725781637429485,0.0012473978985512327,0.0011264302919893356,6.418622286628793e-07,0.42707721658719094,6.002554749060865e-08,0.2691551091122478
50,10.02004008016032,10.02004008016032,10.02004008016032,10.02004008016032,10.02004008016032,10.02004008016032,10.02004008016032,10.02004008016032,2.833558606888325e-07,0.0008548587794265304,0.0012218130854881198,0.00110070949003685,6.022299126497864e-07,0.9999998714770912,6.075153101016092e-08,0.6082404180832365
51,10.220440881763528,10.220440881763528,10.220440881763528,10.220440881763528,10.220440881763528,10.220440881763528,10.220440881763528,10.220440881763528,2.669278141366319e-07,0.0008378888642703761,0.001197318196840666,0.0010761804259952121,5.660010658359662e-07,0.4270772109820898,6.14981314276677e-08,0.2693711611503179
52,10.420841683366733,10.420841683366733,10.420841683366733,10.420841683366733,10.420841683366733,10.420841683366733,10.420841683366733,10.420841683366733,2.5175683291789405e-07,0.0008216221700084612,0.0011738455331155766,0.0010527635244714875,5.325763481145305e-07,0.0005717798339081246,6.226580408685492e-08,0.011149336891258048
53,10.62124248496994,10.62124248496994,10.62124248496994,10.62124248496994,10.62124248496994,10.62124248496994,10.62124248496994,10.62124248496994,2.3772447615144184e-07,0.0008060162004355306,0.0011513329637008393,0.0010303861159310908,5.01797671514686e-07,0.00021415696100292984,6.305502369585731e-08,0.0076704349335485564
54,10.821643286573147,10.821643286573147,10.821643286573147,10.821643286573147,10.821643286573147,10.821643286573147,10.821643286573147,10.821643286573147,2.2470884355285165e-07,0.0007910318443666969,0.0011297233007782801,0.0010089817108454848,4.733853585051961e-07,0.00011413152971935575,6.386627683554879e-08,0.006205946475717445
55,11.022044088176353,11.022044088176353,11.022044088176353,11.022044088176353,11.022044088176353,11.022044088176353,11.022044088176353,11.022044088176353,2.127048756971965e-07,0.0007766330195550818,0.001108963836605001,0.0009884893533441193,4.4711384322370813e-07,7.127920873806503e-05,6.470008323166642e-08,0.005292677988161672
56,11.22244488977956,11.22244488977956,11.22244488977956,11.22244488977956,11.22244488977956,11.22244488977956,11.22244488977956,11.22244488977956,2.0144585379223035e-07,0.0007627864424853522,0.0010890059378207352,0.0009688530586235206,4.2278310802122006e-07,4.883729956458737e-05,6.555697436350761e-08,0.004714586970294356
57,11.422845691382767,11.422845691382767,11.422845691382767,11.422845691382767,11.422845691382767,11.422845691382767,11.422845691382767,11.422845691382767,1.9103993686008504e-07,0.0007494612969169601,0.0010698046418599195,0.0009500213863976537,4.002153483878915e-07,3.557820249491869e-05,6.643750720124942e-08,0.004054923027484438
58,11.623246492985972,11.623246492985972,11.623246492985972,11.623246492985972,11.623246492985972,11.623246492985972,11.623246492985972,11.623246492985972,1.8133123375063628e-07,0.0007366290287963887,0.0010513182346220272,0.0009319466842410734,3.7925212561691516e-07,2.7079995296770686e-05,6.734226519893379e-08,0.003854939423584795
59,11.823647294589179,11.823647294589179,11.823647294589179,11.823647294589179,11.823647294589179,11.823647294589179,11.823647294589179,11.823647294589179,1.7227608850256178e-07,0.0007242631590314438,0.0010335081488440567,0.0009145854185604642,3.597519305018699e-07,2.130207940218486e-05,6.82718374680235e-08,0.003416763766870231
60,12.024048096192384,12.024048096192384,12.024048096192384,12.024048096192384,12.024048096192384,12.024048096192384,12.024048096192384,12.024048096192384,1.6382021220537396e-07,0.0007123391005725407,0.0010163384729681415,0.000897896900248042,3.4158809476739226e-07,1.7193332911132167e-05,6.922693124838822e-08,0.003027540318285153
61,12.224448897795591,12.224448897795591,12.224448897795591,12.224448897795591,12.224448897795591,12.224448897795591,12.224448897795591,12.224448897795591,1.5591465848224315e-07,0.0007008339464812698,0.0009997758553442046,0.0008818436973672564,3.2464699268763853e-07,1.4166400970241464e-05,7.020804132289042e-08,0.002995632537430599
62,12.424849699398798,12.424849699398798,12.424849699398798,12.424849699398798,12.424849699398798,12.424849699398798,12.424849699398798,12.424849699398798,1.4851521558579686e-07,0.0006897263821032208,0.0009837892208120742,0.0008663910420212823,3.0882648974127804e-07,1.187174018827284e-05,7.121601948474932e-08,0.002784277371175591
63,12.625250501002004,12.625250501002004,12.625250501002004,12.625250501002004,12.625250501002004,12.625250501002004,12.625250501002004,12.625250501002004,1.41581885353781e-07,0.0006789965206480332,0.0009683496035063221,0.0008515066625913775,2.9403459980952167e-07,1.0090596406004278e-05,7.225150030911622e-08,0.0027317934939067898
64,12.82565130260521,12.82565130260521,12.82565130260521,12.82565130260521,12.82565130260521,12.82565130260521,12.82565130260521,12.82565130260521,1.350594165369421e-07,0.0006686257813939852,0.0009534299484556243,0.0008371605504108944,2.801883198242379e-07,8.680307920554258e-06,7.331522464471681e-08,0.002641617034070768
65,13.026052104208418,13.026052104208418,13.026052104208418,13.026052104208418,13.026052104208418,13.026052104208418,13.026052104208418,13.026052104208418,1.290161343848704e-07,0.0006585968135534604,0.0009390049995212458,0.0008233247776001513,2.672126163817608e-07,7.544580414783561e-06,7.440799136113985e-08,0.0026089544101903215
66,13.226452905811623,13.226452905811623,13.226452905811623,13.226452905811623,13.226452905811623,13.226452905811623,13.226452905811623,13.226452905811623,1.2321320890377375e-07,0.0006488933516706179,0.0009250510685524956,0.0008099733039700686,2.5503954127525084e-07,6.616491843720657e-06,7.553059207614255e-08,0.0025318444599103053
67,13.42685370741483,13.42685370741483,13.42685370741483,13.42685370741483,13.42685370741483,13.42685370741483,13.42685370741483,13.42685370741483,1.1783232425062097e-07,0.000639500162198488,0.0009115460570645412,0.0007970819275783236,2.4360746003993405e-07,5.84835161234644e-06,7.668387094993834e-08,0.0023500482483131643
68,13.627254509018037,13.627254509018037,13.627254509018037,13.627254509018037,13.627254509018037,13.627254509018037,13.627254509018037,13.627254509018037,1.1274731173929263e-07,0.0006304029684893326,0.0008984690978417066,0.0007846276733451766,2.328603867577416e-07,5.205424829807124e-06,7.786870502580271e-08,0.002357422532930063
69,13.827655310621243,13.827655310621243,13.827655310621243,13.827655310621243,13.827655310621243,13.827655310621243,13.827655310621243,13.827655310621243,1.0795448189454518e-07,0.0006215883561490691,0.0008858007690295088,0.0007725897160867747,2.2270896163280858e-07,4.661924007767308e-06,7.908600616815313e-08,0.002146468382333609
70,14.02805611222445,14.02805611222445,14.02805611222445,14.02805611222445,14.02805611222445,14.02805611222445,14.02805611222445,14.02805611222445,1.0343306570567876e-07,0.0006130437052912907,0.000873522704228828,0.0007609479016573709,2.1331143636370246e-07,4.1983773853544154e-06,8.033672836376941e-08,0.0020365340844641145
71,14.228456913827655,14.228456913827655,14.228456913827655,14.228456913827655,14.228456913827655,14.228456913827655,14.228456913827655,14.228456913827655,9.916405207405713e-08,0.0006047571651075086,0.0008616176668758855,0.000749683693318413,2.0420304667189856e-07,3.799858567632552e-06,8.162186190005107e-08,0.002018349985313402
72,14.428857715430862,14.428857715430862,14.428857715430862,14.428857715430862,14.428857715430862,14.428857715430862,14.428857715430862,14.428857715430862,9.513001418005292e-08,0.0005967175414153887,0.0008500694278068237,0.0007387796042684601,1.9576749164325732e-07,3.454769521057467e-06,8.294244378086229e-08,0.0019131013011693967
73,14.629258517034069,14.629258517034069,14.629258517034069,14.629258517034069,14.629258517034069,14.629258517034069,14.629258517034069,14.629258517034069,9.131497738997106e-08,0.0005889143356600574,0.0008388626959464415,0.0007282192317168188,1.8776445511607673e-07,3.153987670334183e-06,8.42995524743983e-08,0.0019410284646267859
74,14.829659318637274,14.829659318637274,14.829659318637274,14.829659318637274,14.829659318637274,14.829659318637274,14.829659318637274,14.829659318637274,8.764290600478209e-08,0.0005813375853272591,0.000827983055826573,0.000717987131848586,1.8019986090364128e-07,2.8902576105978327e-06,8.569431283365773e-08,0.001876226379685503
75,15.030060120240481,15.030060120240481,15.030060120240481,15.030060120240481,15.030060120240481,15.030060120240481,15.030060120240481,15.030060120240481,8.44272465646246e-08,0.0005739779037839082,0.0008174168487914128,0.0007080687979522029,1.730438485867595e-07,2.657750422867939e-06,8.712790324231546e-08,0.0019158852756627884
76,15.230460921843688,15.230460921843688,15.230460921843688,15.230460921843688,15.230460921843688,15.230460921843688,15.230460921843688,15.230460921843688,8.09808393511253e-08,0.0005668264902524715,0.0008071512696599892,0.0006984505611453618,1.662689923756951e-07,2.451739766924082e-06,8.86015449122925e-08,0.0018676071852893608
77,15.430861723446894,15.430861723446894,15.430861723446894,15.430861723446894,15.430861723446894,15.430861723446894,15.430861723446894,15.430861723446894,7.796702719487686e-08,0.0005598748756176755,0.0007971741205072054,0.0006891194528059134,1.59850060994826e-07,2.2683606799313317e-06,9.011651658911478e-08,0.0017704146480128533
78,15.6312625250501,15.6312625250501,15.6312625250501,15.6312625250501,15.6312625250501,15.6312625250501,15.6312625250501,15.6312625250501,7.5047966246882e-08,0.0005531151827498476,0.0007874739080156551,0.0006800635703290911,1.5376381380490384e-07,2.1044277997552907e-06,9.167415856111262e-08,0.0017965413352310738
79,15.831663326653308,15.831663326653308,15.831663326653308,15.831663326653308,15.831663326653308,15.831663326653308,15.831663326653308,15.831663326653308,7.227524365816899e-08,0.0005465398661478952,0.0007780396951883527,0.0006712710707856574,1.4798881819187302e-07,1.9572968057432566e-06,9.327585866087109e-08,0.001638692209385203
80,16.032064128256515,16.032064128256515,16.032064128256515,16.032064128256515,16.032064128256515,16.032064128256515,16.032064128256515,16.032064128256515,6.963974598514869e-08,0.0005401418250704918,0.0007688612107512215,0.0006627313622928833,1.4250528705054743e-07,1.8247577689067075e-06,9.492308127650742e-08,0.0016047451855484758
81,16.23246492985972,16.23246492985972,16.23246492985972,16.23246492985972,16.23246492985972,16.23246492985972,16.23246492985972,16.23246492985972,6.713305381348892e-08,0.0005339142906718929,0.0007599286184450186,0.0006544341055509066,1.372949324868481e-07,1.7049522359999682e-06,9.661733098118653e-08,0.0015899119450398101
82,16.432865731462925,16.432865731462925,16.432865731462925,16.432865731462925,16.432865731462925,16.432865731462925,16.432865731462925,16.432865731462925,6.47473657101742e-08,0.0005278508429674614,0.0007512326339898531,0.000646369596889717,1.3234083415334786e-07,1.5963082204688294e-06,9.836021433090668e-08,0.0015183702268719002
83,16.633266533066134,16.633266533066134,16.633266533066134,16.633266533066134,16.633266533066134,16.633266533066134,16.633266533066134,16.633266533066134,6.247545031053498e-08,0.0005219454040391741,0.0007427644324616821,0.0006385286490613419,1.2762732114873836e-07,1.4974888014174606e-06,1.0015338209757836e-07,0.001552348882308807
